,y,x0,x1,x2,x3,x4,x5,x6
142,0,5222,43491,21761,12797,-1,-1,-1
143,0,33838,57659,57544,1175,47276,-1,-1
144,1,38748,58406,38770,33384,49083,253,-1
145,0,21854,50571,58559,4613,42829,-1,-1
146,1,22816,29887,17714,49094,43524,46033,-1
147,0,42066,43610,22944,4046,44805,2965,-1
148,0,43929,35054,8020,-1,-1,-1,-1
149,0,57959,15219,55023,26257,-1,-1,-1
150,0,29827,6936,23281,29205,-1,-1,-1
151,0,34458,59704,24872,-1,-1,-1,-1
152,1,40652,23974,39093,22235,27402,-1,-1
153,0,30814,2969,40304,-1,-1,-1,-1
154,0,22137,53076,21122,1219,-1,-1,-1
155,0,13355,44193,26537,13519,-1,-1,-1
156,0,52899,48051,10665,-1,-1,-1,-1
157,0,11904,42297,15632,-1,-1,-1,-1
158,0,44752,43274,20913,-1,-1,-1,-1
159,0,16050,14896,44447,54271,-1,-1,-1
160,0,57900,52192,51384,-1,-1,-1,-1
161,0,18855,52681,19274,-1,-1,-1,-1
162,1,8718,36567,1736,52074,46543,-1,-1
163,0,27269,3104,28579,-1,-1,-1,-1
164,0,35088,42328,22324,51179,-1,-1,-1
165,0,37302,24433,27875,24393,41070,-1,-1
166,0,1608,7416,46744,33735,17124,708,-1
167,0,18848,25326,44253,45443,-1,-1,-1
168,0,5205,7920,51729,59436,-1,-1,-1
169,0,33438,4219,9242,47481,41358,56528,-1
170,0,54765,9149,35812,47442,-1,-1,-1
171,1,7475,32122,41699,2807,53092,45153,-1
172,1,18131,29658,22567,1879,17779,56804,-1
173,0,46989,48475,49331,9632,-1,-1,-1
174,0,44640,30446,52274,-1,-1,-1,-1
175,0,6948,21848,19590,-1,-1,-1,-1
176,1,26484,28041,6702,46529,45435,44192,-1
177,0,19246,33601,906,56333,40016,-1,-1
178,0,31375,35998,51810,18486,57515,13797,-1
179,1,37382,7106,39364,44552,54546,35175,-1
180,1,28435,50091,59177,36229,12892,55603,-1
181,0,54227,35496,22587,-1,-1,-1,-1
182,0,56868,40648,37326,-1,-1,-1,-1
183,0,47248,4657,28005,-1,-1,-1,-1
184,1,20628,53429,25652,45190,29042,34253,-1
185,0,5803,3928,31366,14998,40989,-1,-1
186,0,13274,44684,56355,-1,-1,-1,-1
187,0,19321,11453,32605,42521,-1,-1,-1
188,0,47432,32064,33950,12681,-1,-1,-1
189,1,16871,11634,2549,6742,-1,-1,-1
190,1,16790,54588,12630,54453,34835,23537,-1
191,0,28265,42851,44540,7298,-1,-1,-1
192,0,3461,53678,8913,30997,22964,56383,-1
193,0,48480,22994,40033,46262,-1,-1,-1
194,0,59084,18600,6036,8659,32109,-1,-1
195,0,36204,50171,55367,43751,36759,48759,-1
196,0,32768,9790,23493,35742,-1,-1,-1
197,0,46507,46871,30213,-1,-1,-1,-1
198,1,26452,34097,19428,23923,59429,5106,-1
199,0,13976,52630,10609,-1,-1,-1,-1
200,0,34408,7679,23048,-1,-1,-1,-1
201,0,7173,34086,31868,-1,-1,-1,-1
202,1,55566,12728,34104,-1,-1,-1,-1
203,0,19306,46551,20675,1253,-1,-1,-1
204,0,5610,33267,59882,35543,-1,-1,-1
205,1,4615,55112,37969,48704,58272,40678,-1
206,1,17362,588,6006,25975,59999,23678,-1
207,1,9126,25527,42655,39488,28868,43373,-1
208,0,22267,52159,33871,38844,-1,-1,-1
209,0,35460,5981,2826,45474,41064,18487,-1
210,1,12376,22636,16812,-1,-1,-1,-1
211,0,12791,20964,41593,16231,-1,-1,-1
212,1,22599,36633,51171,36411,52494,644,-1
213,0,3272,16694,53787,-1,-1,-1,-1
214,0,50219,11670,58576,38223,37508,27118,-1
215,0,45073,29647,57639,56717,10907,-1,-1
216,0,35039,24695,21211,6527,9064,19138,-1
217,0,8171,1592,40474,53031,54259,-1,-1
218,0,55315,12293,48362,22062,37786,11178,-1
219,0,59645,9762,21039,22390,6293,35784,-1
220,0,23556,50828,8740,58453,-1,-1,-1
221,0,49539,628,20484,58076,-1,-1,-1
222,1,15606,29891,37280,20909,58754,-1,-1
223,0,2893,55849,50147,18352,-1,-1,-1
224,0,14212,13342,49964,-1,-1,-1,-1
225,0,34462,56650,2515,-1,-1,-1,-1
226,0,47455,52914,24023,25697,34049,-1,-1
227,0,43215,52840,53846,-1,-1,-1,-1
228,0,22274,17298,35210,-1,-1,-1,-1
229,1,21072,22549,51306,43114,18938,45628,-1
230,1,28406,4672,34583,12758,-1,-1,-1
231,0,53762,15093,34439,-1,-1,-1,-1
232,0,45618,53603,52842,-1,-1,-1,-1
233,0,11810,49543,55127,37176,-1,-1,-1
234,1,49095,45545,59512,-1,-1,-1,-1
235,0,50296,40503,18597,-1,-1,-1,-1
236,1,57169,2867,34058,53614,-1,-1,-1
237,0,25623,28319,39564,19172,50991,5438,-1
238,0,224,2060,16298,-1,-1,-1,-1
239,0,51580,31263,56967,5563,-1,-1,-1
240,0,38168,27879,52065,-1,-1,-1,-1
241,0,18810,33179,29953,-1,-1,-1,-1
242,0,1557,47778,25377,19660,44836,55668,-1
243,0,10193,7456,55261,58582,38372,-1,-1
244,0,13132,24522,39745,21640,56232,-1,-1
245,0,17378,53594,9696,51611,-1,-1,-1
246,0,43544,35077,37553,56202,40746,-1,-1
247,1,41672,25424,24294,26542,-1,-1,-1
248,0,57369,17052,7343,59824,51606,-1,-1
249,0,2298,13911,32251,9892,16423,38905,-1
250,0,29382,13600,35786,9670,-1,-1,-1
251,1,50882,5345,18762,58869,59230,-1,-1
252,0,34435,55896,52433,5466,1182,52709,-1
253,1,11711,47233,32907,45956,6917,-1,-1
254,0,19011,53637,20907,-1,-1,-1,-1
255,0,22035,38676,47125,-1,-1,-1,-1
256,0,44089,36522,26311,41502,8550,43788,-1
257,0,46149,55207,39774,-1,-1,-1,-1
258,1,15807,21412,43514,-1,-1,-1,-1
259,0,20137,4644,42780,44133,-1,-1,-1
260,1,39102,46125,2331,30490,39387,-1,-1
261,0,23859,53529,54138,25809,-1,-1,-1
262,0,45459,32858,58580,33571,32870,-1,-1
263,0,5598,20560,57022,-1,-1,-1,-1
264,0,55572,41885,18868,19210,-1,-1,-1
265,0,51401,45824,34978,51239,5055,-1,-1
266,0,22224,44899,53421,11878,24186,-1,-1
267,0,8238,40266,10713,6010,-1,-1,-1
268,0,7478,6128,48254,44959,39,34670,-1
269,0,42883,10610,15134,18911,22657,-1,-1
270,0,41999,32257,32688,-1,-1,-1,-1
271,0,32878,32045,35562,4524,612,-1,-1
272,0,46704,43110,37591,-1,-1,-1,-1
273,0,12623,19588,38425,2907,-1,-1,-1
274,0,13030,47807,32633,38670,34644,-1,-1
275,0,14710,31080,29213,-1,-1,-1,-1
276,0,48303,15189,34200,-1,-1,-1,-1
277,1,44332,27191,3270,42068,-1,-1,-1
278,0,7718,221,10883,42839,44962,-1,-1
279,1,27147,8081,10817,942,28375,-1,-1
280,0,8643,49125,36791,46055,-1,-1,-1
281,0,17567,10542,32957,45132,16933,-1,-1
282,0,39603,9246,5333,14355,-1,-1,-1
283,0,3156,56825,49117,28918,21926,-1,-1
284,1,19869,25536,4070,34476,58605,29740,-1
285,0,56076,31144,29578,37232,21546,-1,-1
286,0,40829,59267,54317,-1,-1,-1,-1
287,0,7743,24239,49410,-1,-1,-1,-1
288,0,51905,19926,20500,2152,20779,18172,-1
289,0,31436,30643,6072,47035,54839,-1,-1
290,0,13151,17612,23856,-1,-1,-1,-1
291,0,45755,21710,51534,-1,-1,-1,-1
292,0,14384,34005,25413,4265,30141,-1,-1
293,0,58973,34683,38685,30631,-1,-1,-1
294,1,59434,37267,2503,42562,14399,-1,-1
295,0,47549,5496,41050,43969,-1,-1,-1
296,1,10441,55880,23727,45062,35855,52743,-1
297,0,48575,12319,34429,10930,18874,39672,-1
298,0,23231,31056,44109,-1,-1,-1,-1
299,0,51504,26006,34279,-1,-1,-1,-1
300,0,59912,11562,11096,-1,-1,-1,-1
301,1,4918,53064,52576,14632,-1,-1,-1
302,1,48547,58018,36465,-1,-1,-1,-1
303,0,462,49830,50480,18532,33167,-1,-1
304,0,48779,43597,49804,43100,-1,-1,-1
305,0,3181,33060,52353,42741,41879,45324,-1
306,0,6013,7208,24582,37737,-1,-1,-1
307,0,17746,12604,50544,-1,-1,-1,-1
308,1,21847,754,11208,19085,56520,-1,-1
309,0,3789,45452,11993,31462,6724,-1,-1
310,0,12761,20657,51804,-1,-1,-1,-1
311,0,48741,28596,59728,28498,35142,-1,-1
312,1,34037,17904,22364,52225,-1,-1,-1
313,0,5118,15399,11165,53288,-1,-1,-1
314,0,47571,30081,50810,-1,-1,-1,-1
315,0,49299,33138,16274,45685,11841,-1,-1
316,0,43506,33119,57235,36380,9044,32603,-1
317,0,12331,3099,58044,50340,-1,-1,-1
318,0,20485,36052,22565,57945,-1,-1,-1
319,0,21670,41097,13359,17887,-1,-1,-1
320,1,15153,1554,14493,33354,-1,-1,-1
321,0,37881,25393,16839,828,2141,35148,-1
322,0,54095,23334,20631,-1,-1,-1,-1
323,0,8241,31155,39447,44212,-1,-1,-1
324,0,20333,34034,58755,7417,43229,-1,-1
325,0,56003,28971,55407,16707,57494,28427,-1
326,1,1536,23969,59505,21678,-1,-1,-1
327,0,5137,55912,37324,30342,4724,-1,-1
328,0,19166,13858,42813,36055,-1,-1,-1
329,0,53193,55746,8854,-1,-1,-1,-1
330,0,36100,26253,484,14074,8466,19682,-1
331,0,21856,52426,59947,-1,-1,-1,-1
332,0,47329,11661,58912,43946,39234,10134,-1
333,1,5927,4800,13671,4028,-1,-1,-1
334,1,45233,16541,896,31409,-1,-1,-1
335,0,42016,52554,30120,43765,12487,4060,-1
336,0,10733,42216,38449,35204,54621,-1,-1
337,0,26161,23200,37143,44226,5572,-1,-1
338,0,22678,11591,23261,8236,-1,-1,-1
339,0,4092,25828,45477,18427,-1,-1,-1
340,0,36006,23030,40185,-1,-1,-1,-1
341,0,39796,11375,33901,25136,-1,-1,-1
342,1,55647,28547,396,31904,32042,37058,-1
343,0,10630,8909,38588,36315,47987,-1,-1
344,0,17814,23059,37147,55279,19819,-1,-1
345,0,49023,22957,52461,-1,-1,-1,-1
346,1,25591,41620,52042,6232,56082,-1,-1
347,0,26949,52022,17995,16357,7554,-1,-1
348,1,3899,26349,416,21147,20027,27752,-1
349,0,46085,20427,41532,46393,43037,-1,-1
350,1,21018,49485,39241,-1,-1,-1,-1
351,0,15681,48771,42394,-1,-1,-1,-1
352,0,27822,27062,29169,24912,53159,-1,-1
353,0,35600,18234,50103,13818,-1,-1,-1
354,1,41096,54528,15197,58039,52661,-1,-1
355,1,51492,12826,10880,-1,-1,-1,-1
356,0,12428,55664,54333,-1,-1,-1,-1
357,0,53877,57751,26652,41958,46937,58821,-1
358,0,48905,23098,32170,7686,51295,-1,-1
359,0,35799,14224,27592,49187,39087,-1,-1
360,1,48229,5672,57348,6383,33336,53228,-1
361,0,6145,42898,40787,-1,-1,-1,-1
362,1,13641,52562,7002,7251,5843,41288,-1
363,1,7277,43815,18817,20340,-1,-1,-1
364,0,56918,14014,5125,9100,51878,-1,-1
365,0,16495,58323,16009,-1,-1,-1,-1
366,1,49592,6778,936,4091,20483,20986,-1
367,0,59170,51136,29618,-1,-1,-1,-1
368,0,8501,25057,19443,30007,-1,-1,-1
369,0,5146,21156,33287,898,13325,-1,-1
370,0,26237,12351,8006,55625,44303,45905,-1
371,0,35880,23343,23951,-1,-1,-1,-1
372,0,48955,56161,38825,37627,16758,-1,-1
373,1,55694,55734,50464,59981,27347,-1,-1
374,0,47709,45121,30503,-1,-1,-1,-1
375,1,32366,42174,53335,5676,5031,-1,-1
376,0,40762,52147,40457,55940,1498,-1,-1
377,1,9730,12409,34526,3425,24171,50869,-1
378,0,34088,30852,54560,8297,5771,-1,-1
379,1,21829,45126,34991,7652,53274,41032,-1
380,0,36416,16469,59640,10894,2210,-1,-1
381,1,56911,2528,4168,55757,-1,-1,-1
382,0,1486,33851,28819,43342,-1,-1,-1
383,1,10092,7401,20248,20776,38779,43252,-1
384,0,29229,40532,50431,4878,3263,58942,-1
385,1,57194,36453,58196,21894,-1,-1,-1
386,1,25873,38972,41629,30686,13447,-1,-1
387,0,3120,33549,40426,35066,33116,13114,-1
388,0,27908,6648,43318,-1,-1,-1,-1
389,1,15387,27515,32738,3524,51711,-1,-1
390,0,9687,15539,25453,16145,42347,-1,-1
391,0,6779,28126,28857,9312,-1,-1,-1
392,0,34463,48432,22130,57122,57859,24628,-1
393,1,26208,42735,3584,30904,2247,-1,-1
394,1,2854,24759,56396,14533,47665,21838,-1
395,0,49924,27681,14366,4998,8675,1463,-1
396,0,8481,43748,39438,49473,14273,8874,-1
397,0,13586,51390,11113,11342,-1,-1,-1
398,0,39956,19568,19021,2349,6435,29574,-1
399,0,36612,44312,27346,8858,-1,-1,-1
400,0,6939,33452,45417,-1,-1,-1,-1
401,1,51855,7568,29045,33960,4475,-1,-1
402,1,39565,28189,19412,54988,22125,-1,-1
403,0,4032,57410,30372,-1,-1,-1,-1
404,0,12005,22312,26364,23562,-1,-1,-1
405,1,23287,22874,17808,42116,46638,-1,-1
406,1,26042,34671,58554,25267,-1,-1,-1
407,0,26831,26153,14302,54379,-1,-1,-1
408,0,1221,50472,54939,37431,-1,-1,-1
409,0,28891,35475,54243,-1,-1,-1,-1
410,0,14128,48969,38273,-1,-1,-1,-1
411,0,47048,6536,13871,5747,-1,-1,-1
412,0,29620,31849,36376,35502,17452,40490,-1
413,0,1003,55351,30963,-1,-1,-1,-1
414,0,16028,16889,55080,24621,57287,19649,-1
415,1,31059,28986,32273,56515,12613,18775,-1
416,1,19376,41673,9501,17692,-1,-1,-1
417,0,58388,57487,10656,48916,24267,24922,-1
418,1,21626,1641,55530,17571,1072,45085,-1
419,1,31586,1246,58124,29073,21994,12000,-1
420,0,30797,26482,34201,28537,-1,-1,-1
421,0,39203,27179,3840,28168,-1,-1,-1
422,0,46440,31765,24633,-1,-1,-1,-1
423,0,51175,56909,15530,-1,-1,-1,-1
424,1,29056,40278,28425,13215,1295,182,-1
425,0,33056,7640,32340,43648,-1,-1,-1
426,1,20629,58491,7064,46827,-1,-1,-1
427,0,28304,27901,8477,9588,16106,11124,-1
428,0,15433,11299,10474,-1,-1,-1,-1
429,0,34497,13013,50029,4364,-1,-1,-1
430,1,41653,11293,31191,-1,-1,-1,-1
431,0,5275,45392,24543,56623,31997,19473,-1
432,0,10102,28674,29331,19461,-1,-1,-1
433,0,6204,42457,24910,19424,49614,32775,-1
434,1,13511,34132,49058,35642,46939,-1,-1
435,1,13289,36708,39289,11665,28339,55710,-1
436,0,24383,22722,261,31069,47550,42086,-1
437,0,57821,24635,19366,57926,38539,53392,-1
438,1,53558,24983,46878,2527,-1,-1,-1
439,1,4021,697,25073,38284,29600,3388,-1
440,1,2558,32367,31453,14940,29838,41066,-1
441,0,44545,41471,40993,49779,14283,-1,-1
442,0,15443,1164,38236,31917,-1,-1,-1
443,0,31429,31964,32961,3308,47713,-1,-1
444,1,30860,20582,38171,45223,29311,49251,-1
445,0,53900,27533,7705,17998,-1,-1,-1
446,1,780,1400,59345,25217,29623,-1,-1
447,1,25524,25690,54212,58289,38541,17315,-1
448,0,20668,59671,3335,-1,-1,-1,-1
449,1,7678,14104,44820,18083,3804,-1,-1
450,1,59918,3073,36086,21671,-1,-1,-1
451,0,37549,14511,45216,14148,51989,-1,-1
452,0,35455,58878,2780,848,17294,-1,-1
453,1,14766,58891,11300,26341,49371,-1,-1
454,0,611,54425,38809,-1,-1,-1,-1
455,0,28434,5564,40119,6247,-1,-1,-1
456,0,35913,19453,50747,10307,-1,-1,-1
457,0,23143,15914,34041,2359,-1,-1,-1
458,0,57456,51677,17020,3075,18457,34260,-1
459,0,58575,51121,19002,12477,-1,-1,-1
460,0,6315,38511,8451,19983,-1,-1,-1
461,0,34278,1570,53830,-1,-1,-1,-1
462,0,13431,55618,57167,18598,49474,35966,-1
463,0,50884,42958,7989,6692,25546,30905,-1
464,1,25151,42260,35438,32258,20718,-1,-1
465,0,46964,56976,44792,23080,37908,57931,-1
466,0,39639,42683,20664,7027,47300,10815,-1
467,0,25427,11296,22909,-1,-1,-1,-1
468,0,14518,53961,37925,58500,-1,-1,-1
469,1,40073,38235,27942,19754,25288,11200,-1
470,1,30947,20787,10577,54729,14443,5977,-1
471,0,9561,34945,1227,-1,-1,-1,-1
472,0,12783,8537,237,34755,25361,4252,-1
473,1,37286,13688,44202,47986,58023,45908,-1
474,0,22348,41944,57459,-1,-1,-1,-1
475,0,46734,19777,12792,49194,39663,-1,-1
476,1,44758,10064,36601,59307,12033,-1,-1
477,0,6482,20349,25869,46856,38335,46920,-1
478,0,9405,1856,9618,43153,7414,38554,-1
479,0,13905,35485,21512,50755,-1,-1,-1
480,0,41114,48127,24889,46671,8426,48040,-1
481,0,20744,11578,3661,41828,-1,-1,-1
482,0,3615,30390,4810,295,2574,-1,-1
483,0,37135,31929,42455,13835,6199,7687,-1
484,0,19632,46039,998,22287,6930,38933,-1
485,0,23085,58646,57151,-1,-1,-1,-1
486,0,26343,50891,16330,59396,48711,10999,-1
487,0,57797,11625,25468,16969,58154,-1,-1
488,1,38555,49732,52061,28594,52286,6757,-1
489,1,54992,43731,53501,48743,-1,-1,-1
490,0,35530,55477,17954,7822,27778,32823,-1
491,1,10189,21648,38468,39793,-1,-1,-1
492,0,1978,26247,45974,-1,-1,-1,-1
493,1,52943,42326,53014,40971,13373,11948,-1
494,0,20251,44304,58036,-1,-1,-1,-1
495,0,32518,43092,22976,-1,-1,-1,-1
496,1,28540,8880,58216,5920,32909,1718,-1
497,0,914,12899,53650,28279,-1,-1,-1
498,0,5784,53729,47402,10675,16612,17871,-1
499,0,24349,16825,9035,31327,-1,-1,-1
500,0,37987,30056,43567,-1,-1,-1,-1
501,0,20212,35444,52173,49588,40959,-1,-1
502,0,42201,33876,114,18163,29180,11716,-1
503,0,29909,15278,53721,23646,34128,-1,-1
504,0,37587,586,10439,27548,-1,-1,-1
505,0,45025,32941,31176,41666,13793,30789,-1
506,0,22827,47836,31291,47944,36139,-1,-1
507,1,54903,33609,12544,36344,43623,-1,-1
508,0,40575,46325,32589,42993,32098,27417,-1
509,1,11037,1710,42104,9785,1005,-1,-1
510,0,55803,42228,27092,31252,35023,56733,-1
511,1,28094,53127,16625,17418,42482,-1,-1
512,0,38854,19460,36938,-1,-1,-1,-1
513,1,42666,11396,14902,34175,50177,49136,-1
514,0,57405,32387,49259,-1,-1,-1,-1
515,0,47853,40017,5115,-1,-1,-1,-1
516,0,37793,15190,58167,16742,7117,-1,-1
517,1,3037,19688,46183,7982,-1,-1,-1
518,0,11275,24834,14894,-1,-1,-1,-1
519,0,40986,56518,58362,-1,-1,-1,-1
520,0,11436,40607,21960,-1,-1,-1,-1
521,0,48872,58178,48977,11373,-1,-1,-1
522,1,34922,6362,31112,48498,-1,-1,-1
523,0,18273,19081,49208,-1,-1,-1,-1
524,0,36822,9932,17299,1318,-1,-1,-1
525,0,410,15602,39781,38312,-1,-1,-1
526,1,40383,10036,19224,57505,-1,-1,-1
527,0,12619,51856,23571,10029,23568,23180,-1
528,0,24334,55708,37717,-1,-1,-1,-1
529,0,59161,12024,57880,12909,-1,-1,-1
530,0,5360,36512,8919,45461,1491,4976,-1
531,0,41929,13909,1632,36626,37736,-1,-1
532,0,56878,50079,45136,57493,21227,-1,-1
533,0,56725,40845,24275,35696,-1,-1,-1
534,0,49932,12322,25728,-1,-1,-1,-1
535,0,59752,39027,43570,53079,-1,-1,-1
536,0,19235,9804,51010,46410,2273,-1,-1
537,0,4155,18979,52527,-1,-1,-1,-1
538,0,53433,10539,7162,-1,-1,-1,-1
539,0,39048,43807,58809,33112,45869,-1,-1
540,0,32785,58788,36666,34780,38325,48833,-1
541,1,11983,44844,53767,27996,5148,28165,-1
542,0,28545,5159,34824,10613,-1,-1,-1
543,0,55858,30834,59517,-1,-1,-1,-1
544,0,11619,2592,38582,31364,-1,-1,-1
545,0,34906,95,35432,-1,-1,-1,-1
546,0,1580,22281,38190,56501,22648,-1,-1
547,0,46425,59018,49327,-1,-1,-1,-1
548,0,11917,31605,39798,-1,-1,-1,-1
549,0,53755,42850,9186,35859,29554,-1,-1
550,0,58966,20230,50376,18885,38188,50560,-1
551,1,42694,24573,25950,18106,44574,-1,-1
552,0,43053,36954,13645,-1,-1,-1,-1
553,0,58412,27434,2541,55126,31791,-1,-1
554,0,37444,59458,35279,-1,-1,-1,-1
555,0,45441,21887,13863,24764,3003,14064,-1
556,0,24637,54525,28825,34950,41067,21247,-1
557,0,52029,2579,14049,-1,-1,-1,-1
558,1,36233,21463,42892,42100,25403,1126,-1
